epoch,percentage,loss
1,1.5,0.38208207
1,1.5,0.35446292
1,1.5,0.38286689
1,1.5,0.31035349
1,1.5,0.39687750
1,1.5,0.34764460
1,1.5,0.41666856
1,1.5,0.38861459
1,1.5,0.25633466
1,1.5,0.29574341
1,1.5,0.39420733
1,1.5,0.33155170
1,1.5,0.32103661
1,1.5,0.38547552
1,1.5,0.46338946
1,1.5,0.34576035
1,1.5,0.34602204
1,1.5,0.32471591
1,1.5,0.36533523
1,1.5,0.35105920
1,1.5,0.40092519
1,1.5,0.35146999
1,1.5,0.27209049
1,1.5,0.44640902
1,1.5,0.30696878
1,1.5,0.30808082
1,1.5,0.34640330
1,1.5,0.31637806
1,1.5,0.28168157
1,1.5,0.34589806
1,1.5,0.38379839
1,1.5,0.36685401
1,1.5,0.34177995
1,1.5,0.29444632
1,1.5,0.37133709
1,1.5,0.27897355
1,1.5,0.48558804
1,1.5,0.25895712
1,1.5,0.31183606
1,1.5,0.29547557
1,1.5,0.34270453
1,1.5,0.41035721
1,1.5,0.33491537
1,1.5,0.29616410
1,1.5,0.33858681
1,1.5,0.46234903
1,1.5,0.32275629
1,1.5,0.38602799
1,1.5,0.30014688
1,1.5,0.27586782
1,1.5,0.28937668
1,1.5,0.43757114
1,1.5,0.41080934
1,1.5,0.54537928
1,1.5,0.39096400
1,1.5,0.30032665
1,1.5,0.37589669
1,1.5,0.38965094
1,1.5,0.31559786
1,1.5,0.34763783
1,1.5,0.30052939
1,1.5,0.33405122
1,1.5,0.33044955
1,1.6,0.36281702
1,1.6,0.32882020
1,1.6,0.35648465
1,1.6,0.41869393
1,1.6,0.33095765
1,1.6,0.30622670
1,1.6,0.35235327
1,1.6,0.45379341
1,1.6,0.30024120
1,1.6,0.36682189
1,1.6,0.37583387
1,1.6,0.36026862
1,1.6,0.42642257
1,1.6,0.27616942
1,1.6,0.30637425
1,1.6,0.37591082
1,1.6,0.34730887
1,1.6,0.34685075
1,1.6,0.40910947
1,1.6,0.34480131
1,1.6,0.31326276
1,1.6,0.31178373
1,1.6,0.31605777
1,1.6,0.35620576
1,1.6,0.34786618
1,1.6,0.37341550
1,1.6,0.27432099
1,1.6,0.39976677
1,1.6,0.38810146
1,1.6,0.34215897
1,1.6,0.49710697
1,1.6,0.32906404
1,1.6,0.39917344
1,1.6,0.34066629
1,1.6,0.36071086
1,1.6,0.23025794
1,1.6,0.34710512
1,1.6,0.32817397
1,1.6,0.24845594
1,1.6,0.29275858
1,1.6,0.40598923
1,1.6,0.36771068
1,1.6,0.35530576
1,1.6,0.31531325
1,1.6,0.31541890
1,1.6,0.29702666
1,1.6,0.31335205
1,1.6,0.35999706
1,1.6,0.22072142
1,1.6,0.30934024
1,1.6,0.34628785
1,1.6,0.41719732
1,1.6,0.40461096
1,1.6,0.30663648
1,1.6,0.43120471
1,1.6,0.35082310
1,1.6,0.37542936
1,1.6,0.26195958
1,1.6,0.30858281
1,1.6,0.40757188
1,1.6,0.36038658
1,1.6,0.33007881
1,1.6,0.31140468
1,1.6,0.30794272
1,1.6,0.28683543
1,1.6,0.38413820
1,1.6,0.38589698
1,1.6,0.33016589
1,1.6,0.42683932
1,1.7,0.38737407
1,1.7,0.38120237
1,1.7,0.42174655
1,1.7,0.26202324
1,1.7,0.22332150
1,1.7,0.31957406
1,1.7,0.33798772
1,1.7,0.31334299
1,1.7,0.36724573
1,1.7,0.31179094
1,1.7,0.31980732
1,1.7,0.24442838
1,1.7,0.28992552
1,1.7,0.37484023
1,1.7,0.36065972
1,1.7,0.32477841
1,1.7,0.30726320
1,1.7,0.36212164
1,1.7,0.36433107
1,1.7,0.34557983
1,1.7,0.57562506
1,1.7,0.38082421
1,1.7,0.33543977
1,1.7,0.30640858
1,1.7,0.33618224
1,1.7,0.35445160
